"","participant_id","sentence_type","answer","congruency","gender_german","gender_russian","target_noun","target_noun_translation","stimulus_sentence","correctness","mismatch_type","sentence_id","gender","age","proficiency","lextale_score","age_of_acquisition","language_use","language_environment","acquisition_vs_learning","judgement","is_judgement_correct"
"165","38d832f170b70d540b00922c3d91f595","stimuli","Нет","congruent","f","f","Treppe","лестница","Das Treppe knarrt laut.","incorrect","f>n",8,"Женский","51","B2","77.5","10",NA,"Нет","Другое","correctly rejected","correct"
"166","38d832f170b70d540b00922c3d91f595","stimuli","Да","congruent","m","m","Tag","день","Dieser Tag ist sonnig.","correct",NA,4,"Женский","51","B2","77.5","10",NA,"Нет","Другое","correctly accepted","correct"
"167","38d832f170b70d540b00922c3d91f595","stimuli","Нет","congruent","m","m","Wind","ветер","Die Wind weht stark.","incorrect","m>f",9,"Женский","51","B2","77.5","10",NA,"Нет","Другое","correctly rejected","correct"
"168","38d832f170b70d540b00922c3d91f595","stimuli","Нет","congruent","n","n","Herz","сердце","Der Herz klopft unruhig.","incorrect","n>m",12,"Женский","51","B2","77.5","10",NA,"Нет","Другое","correctly rejected","correct"
"169","1efed8da548f0deb78512ebd7dfc289f","stimuli","Да","noncongruent","n","f","Bett","кровать","Dieses Bett ist weich.","correct",NA,41,"Женский","23","C1","72.50","18","10%","Да%2C от полугода до года","Языковые курсы","correctly accepted","correct"
"170","1efed8da548f0deb78512ebd7dfc289f","stimuli","Нет","congruent","n","n","Gold","золото","Dieser Gold glänzt hell.","incorrect","n>m",36,"Женский","23","C1","72.50","18","10%","Да%2C от полугода до года","Языковые курсы","correctly rejected","correct"
"171","1efed8da548f0deb78512ebd7dfc289f","stimuli","Нет","noncongruent","f","n","Wolke","облако","Die Wolke hängt tief.","correct",NA,38,"Женский","23","C1","72.50","18","10%","Да%2C от полугода до года","Языковые курсы","incorrectly rejected","incorrect"
"172","1efed8da548f0deb78512ebd7dfc289f","stimuli","Да","congruent","n","n","Knie","колено","Das Knie tut weh.","correct",NA,30,"Женский","23","C1","72.50","18","10%","Да%2C от полугода до года","Языковые курсы","correctly accepted","correct"
"173","1efed8da548f0deb78512ebd7dfc289f","stimuli","Нет","congruent","f","f","Kette","цепь","Dieses Kette ist teuer.","incorrect","f>n",32,"Женский","23","C1","72.50","18","10%","Да%2C от полугода до года","Языковые курсы","correctly rejected","correct"
"174","1efed8da548f0deb78512ebd7dfc289f","stimuli","Нет","congruent","n","n","Meer","море","Das Meer plätschert ruhig.","correct",NA,29,"Женский","23","C1","72.50","18","10%","Да%2C от полугода до года","Языковые курсы","incorrectly rejected","incorrect"
"175","1efed8da548f0deb78512ebd7dfc289f","stimuli","Нет","congruent","f","f","Tasse","чашка","Die Tasse ist gesprungen.","correct",NA,26,"Женский","23","C1","72.50","18","10%","Да%2C от полугода до года","Языковые курсы","incorrectly rejected","incorrect"
"176","1efed8da548f0deb78512ebd7dfc289f","stimuli","Да","congruent","f","f","Woche","неделя","Dieser Woche ist schwer.","incorrect","f>m",31,"Женский","23","C1","72.50","18","10%","Да%2C от полугода до года","Языковые курсы","incorrectly accepted","incorrect"
"177","1efed8da548f0deb78512ebd7dfc289f","stimuli","Нет","noncongruent","m","f","Fuß","нога","Der Fuß schmerzt stark.","correct",NA,39,"Женский","23","C1","72.50","18","10%","Да%2C от полугода до года","Языковые курсы","incorrectly rejected","incorrect"
"178","1efed8da548f0deb78512ebd7dfc289f","stimuli","Нет","congruent","m","m","Stuhl","стул","Diese Stuhl ist klein.","incorrect","m>f",33,"Женский","23","C1","72.50","18","10%","Да%2C от полугода до года","Языковые курсы","correctly rejected","correct"
"179","1efed8da548f0deb78512ebd7dfc289f","stimuli","Да","noncongruent","n","f","Lied","песня","Dieser Lied klingt wunderschön.","incorrect","n>m",47,"Женский","23","C1","72.50","18","10%","Да%2C от полугода до года","Языковые курсы","incorrectly accepted","incorrect"
"180","1efed8da548f0deb78512ebd7dfc289f","stimuli","Да","noncongruent","n","m","Jahr","год","Dieses Jahr vergeht schnell.","correct",NA,42,"Женский","23","C1","72.50","18","10%","Да%2C от полугода до года","Языковые курсы","correctly accepted","correct"
"181","1efed8da548f0deb78512ebd7dfc289f","stimuli","Нет","congruent","m","m","Zug","поезд","Dieses Zug rast schnell.","incorrect","m>n",34,"Женский","23","C1","72.50","18","10%","Да%2C от полугода до года","Языковые курсы","correctly rejected","correct"
"182","1efed8da548f0deb78512ebd7dfc289f","stimuli","Да","noncongruent","m","f","Teller","тарелка","Das Teller ist kaputt.","incorrect","m>n",45,"Женский","23","C1","72.50","18","10%","Да%2C от полугода до года","Языковые курсы","incorrectly accepted","incorrect"
"183","1efed8da548f0deb78512ebd7dfc289f","stimuli","Нет","congruent","m","m","Stein","камень","Dieser Stein ist selten.","correct",NA,27,"Женский","23","C1","72.50","18","10%","Да%2C от полугода до года","Языковые курсы","incorrectly rejected","incorrect"
"184","1efed8da548f0deb78512ebd7dfc289f","stimuli","Нет","noncongruent","m","n","Name","имя","Diese Name klingt bekannt.","incorrect","m>f",46,"Женский","23","C1","72.50","18","10%","Да%2C от полугода до года","Языковые курсы","correctly rejected","correct"
"185","1efed8da548f0deb78512ebd7dfc289f","stimuli","Нет","noncongruent","f","n","Sonne","солнце","Der Sonne brennt heiß.","incorrect","f>m",44,"Женский","23","C1","72.50","18","10%","Да%2C от полугода до года","Языковые курсы","correctly rejected","correct"
"186","1efed8da548f0deb78512ebd7dfc289f","stimuli","Да","noncongruent","m","n","See","озеро","Dieser See ist sauber.","correct",NA,40,"Женский","23","C1","72.50","18","10%","Да%2C от полугода до года","Языковые курсы","correctly accepted","correct"
"187","1efed8da548f0deb78512ebd7dfc289f","stimuli","Да","congruent","f","f","Kerze","свеча","Diese Kerze brennt langsam.","correct",NA,25,"Женский","23","C1","72.50","18","10%","Да%2C от полугода до года","Языковые курсы","correctly accepted","correct"
"188","1efed8da548f0deb78512ebd7dfc289f","stimuli","Нет","noncongruent","n","m","Auge","глаз","Die Auge sieht schlecht.","incorrect","n>f",48,"Женский","23","C1","72.50","18","10%","Да%2C от полугода до года","Языковые курсы","correctly rejected","correct"
"189","1efed8da548f0deb78512ebd7dfc289f","stimuli","Да","congruent","m","m","Tag","день","Dieser Tag ist sonnig.","correct",NA,28,"Женский","23","C1","72.50","18","10%","Да%2C от полугода до года","Языковые курсы","correctly accepted","correct"
"190","1efed8da548f0deb78512ebd7dfc289f","stimuli","NULL","congruent","n","n","Ohr","ухо","Diese Ohr hört gut.","incorrect","n>f",35,"Женский","23","C1","72.50","18","10%","Да%2C от полугода до года","Языковые курсы","not given","not given"
"191","1efed8da548f0deb78512ebd7dfc289f","stimuli","Да","noncongruent","f","m","Insel","остров","Dieses Insel liegt weit.","incorrect","f>n",43,"Женский","23","C1","72.50","18","10%","Да%2C от полугода до года","Языковые курсы","incorrectly accepted","incorrect"
"192","1efed8da548f0deb78512ebd7dfc289f","stimuli","Нет","noncongruent","f","m","Blume","цветок","Die Blume duftet wunderbar.","correct",NA,37,"Женский","23","C1","72.50","18","10%","Да%2C от полугода до года","Языковые курсы","incorrectly rejected","incorrect"
"193","ffebad2f25696bebef6fe4c18f01c61d","stimuli","Да","noncongruent","m","n","Baum","дерево","Dieses Baum wächst schnell.","incorrect","m>n",22,"Мужской","27","C1","71.25","18","10%","Да%2C дольше года","Проживание в германоязычной стране","incorrectly accepted","incorrect"
"194","ffebad2f25696bebef6fe4c18f01c61d","stimuli","Нет","congruent","n","n","Herz","сердце","Der Herz klopft unruhig.","incorrect","n>m",12,"Мужской","27","C1","71.25","18","10%","Да%2C дольше года","Проживание в германоязычной стране","correctly rejected","correct"
"195","ffebad2f25696bebef6fe4c18f01c61d","stimuli","NULL","congruent","m","m","Weg","путь","Dieses Weg führt nirgendwohin.","incorrect","m>n",10,"Мужской","27","C1","71.25","18","10%","Да%2C дольше года","Проживание в германоязычной стране","not given","not given"
"196","ffebad2f25696bebef6fe4c18f01c61d","stimuli","Да","noncongruent","f","m","Blume","цветок","Die Blume duftet wunderbar.","correct",NA,13,"Мужской","27","C1","71.25","18","10%","Да%2C дольше года","Проживание в германоязычной стране","correctly accepted","correct"
"197","ffebad2f25696bebef6fe4c18f01c61d","stimuli","Нет","congruent","m","m","Wind","ветер","Die Wind weht stark.","incorrect","m>f",9,"Мужской","27","C1","71.25","18","10%","Да%2C дольше года","Проживание в германоязычной стране","correctly rejected","correct"
"198","ffebad2f25696bebef6fe4c18f01c61d","stimuli","Да","congruent","f","f","Treppe","лестница","Das Treppe knarrt laut.","incorrect","f>n",8,"Мужской","27","C1","71.25","18","10%","Да%2C дольше года","Проживание в германоязычной стране","incorrectly accepted","incorrect"
"199","ffebad2f25696bebef6fe4c18f01c61d","stimuli","Нет","congruent","n","n","Meer","море","Das Meer plätschert ruhig.","correct",NA,5,"Мужской","27","C1","71.25","18","10%","Да%2C дольше года","Проживание в германоязычной стране","incorrectly rejected","incorrect"
"200","ffebad2f25696bebef6fe4c18f01c61d","stimuli","Нет","congruent","f","f","Welle","волна","Der Welle plätschert leise.","incorrect","f>m",7,"Мужской","27","C1","71.25","18","10%","Да%2C дольше года","Проживание в германоязычной стране","correctly rejected","correct"
"201","ffebad2f25696bebef6fe4c18f01c61d","stimuli","Да","noncongruent","f","n","Wolke","облако","Die Wolke hängt tief.","correct",NA,14,"Мужской","27","C1","71.25","18","10%","Да%2C дольше года","Проживание в германоязычной стране","correctly accepted","correct"
"202","ffebad2f25696bebef6fe4c18f01c61d","stimuli","Да","noncongruent","m","n","See","озеро","Dieser See ist sauber.","correct",NA,16,"Мужской","27","C1","71.25","18","10%","Да%2C дольше года","Проживание в германоязычной стране","correctly accepted","correct"
"203","ffebad2f25696bebef6fe4c18f01c61d","stimuli","Да","congruent","m","m","Tag","день","Dieser Tag ist sonnig.","correct",NA,4,"Мужской","27","C1","71.25","18","10%","Да%2C дольше года","Проживание в германоязычной стране","correctly accepted","correct"
"204","ffebad2f25696bebef6fe4c18f01c61d","stimuli","Нет","noncongruent","f","n","Zeit","время","Das Zeit ist wertvoll.","incorrect","f>n",20,"Мужской","27","C1","71.25","18","10%","Да%2C дольше года","Проживание в германоязычной стране","correctly rejected","correct"
"205","ffebad2f25696bebef6fe4c18f01c61d","stimuli","Нет","noncongruent","n","f","Leben","жизнь","Die Leben geht weiter.","incorrect","n>f",23,"Мужской","27","C1","71.25","18","10%","Да%2C дольше года","Проживание в германоязычной стране","correctly rejected","correct"
"206","ffebad2f25696bebef6fe4c18f01c61d","stimuli","Нет","congruent","f","f","Tasse","чашка","Die Tasse ist gesprungen.","correct",NA,2,"Мужской","27","C1","71.25","18","10%","Да%2C дольше года","Проживание в германоязычной стране","incorrectly rejected","incorrect"
"207","ffebad2f25696bebef6fe4c18f01c61d","stimuli","Да","noncongruent","n","m","Jahr","год","Dieses Jahr vergeht schnell.","correct",NA,18,"Мужской","27","C1","71.25","18","10%","Да%2C дольше года","Проживание в германоязычной стране","correctly accepted","correct"
"208","ffebad2f25696bebef6fe4c18f01c61d","stimuli","Да","noncongruent","m","f","Fuß","нога","Der Fuß schmerzt stark.","correct",NA,15,"Мужской","27","C1","71.25","18","10%","Да%2C дольше года","Проживание в германоязычной стране","correctly accepted","correct"
"209","ffebad2f25696bebef6fe4c18f01c61d","stimuli","Да","congruent","f","f","Kerze","свеча","Diese Kerze brennt langsam.","correct",NA,1,"Мужской","27","C1","71.25","18","10%","Да%2C дольше года","Проживание в германоязычной стране","correctly accepted","correct"
"210","ffebad2f25696bebef6fe4c18f01c61d","stimuli","Да","noncongruent","f","m","Stimme","голос","Der Stimme klingt traurig.","incorrect","f>m",19,"Мужской","27","C1","71.25","18","10%","Да%2C дольше года","Проживание в германоязычной стране","incorrectly accepted","incorrect"
"211","ffebad2f25696bebef6fe4c18f01c61d","stimuli","Нет","congruent","n","n","Wort","слово","Die Wort klingt ungewohnt.","incorrect","n>f",11,"Мужской","27","C1","71.25","18","10%","Да%2C дольше года","Проживание в германоязычной стране","correctly rejected","correct"
"212","ffebad2f25696bebef6fe4c18f01c61d","stimuli","Да","congruent","n","n","Knie","колено","Das Knie tut weh.","correct",NA,6,"Мужской","27","C1","71.25","18","10%","Да%2C дольше года","Проживание в германоязычной стране","correctly accepted","correct"
"213","ffebad2f25696bebef6fe4c18f01c61d","stimuli","Нет","congruent","m","m","Stein","камень","Dieser Stein ist selten.","correct",NA,3,"Мужской","27","C1","71.25","18","10%","Да%2C дольше года","Проживание в германоязычной стране","incorrectly rejected","incorrect"
"214","ffebad2f25696bebef6fe4c18f01c61d","stimuli","Да","noncongruent","n","f","Bett","кровать","Dieses Bett ist weich.","correct",NA,17,"Мужской","27","C1","71.25","18","10%","Да%2C дольше года","Проживание в германоязычной стране","correctly accepted","correct"
"215","ffebad2f25696bebef6fe4c18f01c61d","stimuli","Нет","noncongruent","m","f","Arm","рука","Diese Arm tut weh.","incorrect","m>f",21,"Мужской","27","C1","71.25","18","10%","Да%2C дольше года","Проживание в германоязычной стране","correctly rejected","correct"
"216","ffebad2f25696bebef6fe4c18f01c61d","stimuli","Да","noncongruent","n","m","Schiff","корабль","Dieser Schiff sinkt langsam.","incorrect","n>m",24,"Мужской","27","C1","71.25","18","10%","Да%2C дольше года","Проживание в германоязычной стране","incorrectly accepted","incorrect"
"217","6d11e3e589b63435f112951d8522e309","stimuli","Да","congruent","n","n","Meer","море","Das Meer plätschert ruhig.","correct",NA,29,"Мужской","30","C1","72.50","17","30%","Да%2C дольше года","Языковые курсы","correctly accepted","correct"
"218","6d11e3e589b63435f112951d8522e309","stimuli","Да","congruent","n","n","Gold","золото","Dieser Gold glänzt hell.","incorrect","n>m",36,"Мужской","30","C1","72.50","17","30%","Да%2C дольше года","Языковые курсы","incorrectly accepted","incorrect"
"219","6d11e3e589b63435f112951d8522e309","stimuli","Да","noncongruent","n","m","Jahr","год","Dieses Jahr vergeht schnell.","correct",NA,42,"Мужской","30","C1","72.50","17","30%","Да%2C дольше года","Языковые курсы","correctly accepted","correct"
"220","6d11e3e589b63435f112951d8522e309","stimuli","Да","noncongruent","m","f","Fuß","нога","Der Fuß schmerzt stark.","correct",NA,39,"Мужской","30","C1","72.50","17","30%","Да%2C дольше года","Языковые курсы","correctly accepted","correct"
"221","6d11e3e589b63435f112951d8522e309","stimuli","Да","noncongruent","n","f","Bett","кровать","Dieses Bett ist weich.","correct",NA,41,"Мужской","30","C1","72.50","17","30%","Да%2C дольше года","Языковые курсы","correctly accepted","correct"
"222","6d11e3e589b63435f112951d8522e309","stimuli","Нет","congruent","n","n","Ohr","ухо","Diese Ohr hört gut.","incorrect","n>f",35,"Мужской","30","C1","72.50","17","30%","Да%2C дольше года","Языковые курсы","correctly rejected","correct"
"223","6d11e3e589b63435f112951d8522e309","stimuli","Да","congruent","f","f","Woche","неделя","Dieser Woche ist schwer.","incorrect","f>m",31,"Мужской","30","C1","72.50","17","30%","Да%2C дольше года","Языковые курсы","incorrectly accepted","incorrect"
"224","6d11e3e589b63435f112951d8522e309","stimuli","Да","congruent","n","n","Knie","колено","Das Knie tut weh.","correct",NA,30,"Мужской","30","C1","72.50","17","30%","Да%2C дольше года","Языковые курсы","correctly accepted","correct"
"225","6d11e3e589b63435f112951d8522e309","stimuli","Да","noncongruent","f","m","Insel","остров","Dieses Insel liegt weit.","incorrect","f>n",43,"Мужской","30","C1","72.50","17","30%","Да%2C дольше года","Языковые курсы","incorrectly accepted","incorrect"
"226","6d11e3e589b63435f112951d8522e309","stimuli","Да","congruent","m","m","Zug","поезд","Dieses Zug rast schnell.","incorrect","m>n",34,"Мужской","30","C1","72.50","17","30%","Да%2C дольше года","Языковые курсы","incorrectly accepted","incorrect"
"227","6d11e3e589b63435f112951d8522e309","stimuli","Нет","noncongruent","f","n","Sonne","солнце","Der Sonne brennt heiß.","incorrect","f>m",44,"Мужской","30","C1","72.50","17","30%","Да%2C дольше года","Языковые курсы","correctly rejected","correct"
"228","6d11e3e589b63435f112951d8522e309","stimuli","Да","noncongruent","n","f","Lied","песня","Dieser Lied klingt wunderschön.","incorrect","n>m",47,"Мужской","30","C1","72.50","17","30%","Да%2C дольше года","Языковые курсы","incorrectly accepted","incorrect"
"229","6d11e3e589b63435f112951d8522e309","stimuli","Да","noncongruent","f","m","Blume","цветок","Die Blume duftet wunderbar.","correct",NA,37,"Мужской","30","C1","72.50","17","30%","Да%2C дольше года","Языковые курсы","correctly accepted","correct"
"230","6d11e3e589b63435f112951d8522e309","stimuli","NULL","noncongruent","f","n","Wolke","облако","Die Wolke hängt tief.","correct",NA,38,"Мужской","30","C1","72.50","17","30%","Да%2C дольше года","Языковые курсы","not given","not given"
"231","6d11e3e589b63435f112951d8522e309","stimuli","NULL","congruent","f","f","Tasse","чашка","Die Tasse ist gesprungen.","correct",NA,26,"Мужской","30","C1","72.50","17","30%","Да%2C дольше года","Языковые курсы","not given","not given"
"232","6d11e3e589b63435f112951d8522e309","stimuli","Да","congruent","m","m","Stuhl","стул","Diese Stuhl ist klein.","incorrect","m>f",33,"Мужской","30","C1","72.50","17","30%","Да%2C дольше года","Языковые курсы","incorrectly accepted","incorrect"
"233","6d11e3e589b63435f112951d8522e309","stimuli","Да","congruent","f","f","Kerze","свеча","Diese Kerze brennt langsam.","correct",NA,25,"Мужской","30","C1","72.50","17","30%","Да%2C дольше года","Языковые курсы","correctly accepted","correct"
"234","6d11e3e589b63435f112951d8522e309","stimuli","Да","congruent","m","m","Tag","день","Dieser Tag ist sonnig.","correct",NA,28,"Мужской","30","C1","72.50","17","30%","Да%2C дольше года","Языковые курсы","correctly accepted","correct"
"235","6d11e3e589b63435f112951d8522e309","stimuli","Да","noncongruent","m","n","See","озеро","Dieser See ist sauber.","correct",NA,40,"Мужской","30","C1","72.50","17","30%","Да%2C дольше года","Языковые курсы","correctly accepted","correct"
"236","6d11e3e589b63435f112951d8522e309","stimuli","Да","congruent","f","f","Kette","цепь","Dieses Kette ist teuer.","incorrect","f>n",32,"Мужской","30","C1","72.50","17","30%","Да%2C дольше года","Языковые курсы","incorrectly accepted","incorrect"
"237","6d11e3e589b63435f112951d8522e309","stimuli","Нет","noncongruent","m","n","Name","имя","Diese Name klingt bekannt.","incorrect","m>f",46,"Мужской","30","C1","72.50","17","30%","Да%2C дольше года","Языковые курсы","correctly rejected","correct"
"238","6d11e3e589b63435f112951d8522e309","stimuli","Да","noncongruent","m","f","Teller","тарелка","Das Teller ist kaputt.","incorrect","m>n",45,"Мужской","30","C1","72.50","17","30%","Да%2C дольше года","Языковые курсы","incorrectly accepted","incorrect"
"239","6d11e3e589b63435f112951d8522e309","stimuli","Да","congruent","m","m","Stein","камень","Dieser Stein ist selten.","correct",NA,27,"Мужской","30","C1","72.50","17","30%","Да%2C дольше года","Языковые курсы","correctly accepted","correct"
"240","6d11e3e589b63435f112951d8522e309","stimuli","Нет","noncongruent","n","m","Auge","глаз","Die Auge sieht schlecht.","incorrect","n>f",48,"Мужской","30","C1","72.50","17","30%","Да%2C дольше года","Языковые курсы","correctly rejected","correct"
"241","3646c5cd1da87d14ed7c899c66691d42","stimuli","NULL","noncongruent","f","n","Zeit","время","Das Zeit ist wertvoll.","incorrect","f>n",20,"Женский","21","C1","72.50","19","20%","Да%2C дольше года","Языковые курсы","not given","not given"
"242","3646c5cd1da87d14ed7c899c66691d42","stimuli","Нет","congruent","n","n","Herz","сердце","Der Herz klopft unruhig.","incorrect","n>m",12,"Женский","21","C1","72.50","19","20%","Да%2C дольше года","Языковые курсы","correctly rejected","correct"
"243","3646c5cd1da87d14ed7c899c66691d42","stimuli","NULL","congruent","n","n","Knie","колено","Das Knie tut weh.","correct",NA,6,"Женский","21","C1","72.50","19","20%","Да%2C дольше года","Языковые курсы","not given","not given"
"244","3646c5cd1da87d14ed7c899c66691d42","stimuli","Нет","congruent","f","f","Tasse","чашка","Die Tasse ist gesprungen.","correct",NA,2,"Женский","21","C1","72.50","19","20%","Да%2C дольше года","Языковые курсы","incorrectly rejected","incorrect"
"245","3646c5cd1da87d14ed7c899c66691d42","stimuli","NULL","noncongruent","n","m","Schiff","корабль","Dieser Schiff sinkt langsam.","incorrect","n>m",24,"Женский","21","C1","72.50","19","20%","Да%2C дольше года","Языковые курсы","not given","not given"
"246","3646c5cd1da87d14ed7c899c66691d42","stimuli","NULL","congruent","n","n","Meer","море","Das Meer plätschert ruhig.","correct",NA,5,"Женский","21","C1","72.50","19","20%","Да%2C дольше года","Языковые курсы","not given","not given"
"247","3646c5cd1da87d14ed7c899c66691d42","stimuli","NULL","congruent","f","f","Welle","волна","Der Welle plätschert leise.","incorrect","f>m",7,"Женский","21","C1","72.50","19","20%","Да%2C дольше года","Языковые курсы","not given","not given"
"248","3646c5cd1da87d14ed7c899c66691d42","stimuli","NULL","noncongruent","m","f","Arm","рука","Diese Arm tut weh.","incorrect","m>f",21,"Женский","21","C1","72.50","19","20%","Да%2C дольше года","Языковые курсы","not given","not given"
"249","3646c5cd1da87d14ed7c899c66691d42","stimuli","NULL","noncongruent","m","f","Fuß","нога","Der Fuß schmerzt stark.","correct",NA,15,"Женский","21","C1","72.50","19","20%","Да%2C дольше года","Языковые курсы","not given","not given"
"250","3646c5cd1da87d14ed7c899c66691d42","stimuli","NULL","congruent","m","m","Stein","камень","Dieser Stein ist selten.","correct",NA,3,"Женский","21","C1","72.50","19","20%","Да%2C дольше года","Языковые курсы","not given","not given"
"251","3646c5cd1da87d14ed7c899c66691d42","stimuli","NULL","noncongruent","n","f","Bett","кровать","Dieses Bett ist weich.","correct",NA,17,"Женский","21","C1","72.50","19","20%","Да%2C дольше года","Языковые курсы","not given","not given"
"252","3646c5cd1da87d14ed7c899c66691d42","stimuli","NULL","congruent","m","m","Weg","путь","Dieses Weg führt nirgendwohin.","incorrect","m>n",10,"Женский","21","C1","72.50","19","20%","Да%2C дольше года","Языковые курсы","not given","not given"
"253","3646c5cd1da87d14ed7c899c66691d42","stimuli","NULL","congruent","m","m","Tag","день","Dieser Tag ist sonnig.","correct",NA,4,"Женский","21","C1","72.50","19","20%","Да%2C дольше года","Языковые курсы","not given","not given"
"254","3646c5cd1da87d14ed7c899c66691d42","stimuli","Нет","congruent","m","m","Wind","ветер","Die Wind weht stark.","incorrect","m>f",9,"Женский","21","C1","72.50","19","20%","Да%2C дольше года","Языковые курсы","correctly rejected","correct"
"255","3646c5cd1da87d14ed7c899c66691d42","stimuli","Да","noncongruent","f","m","Blume","цветок","Die Blume duftet wunderbar.","correct",NA,13,"Женский","21","C1","72.50","19","20%","Да%2C дольше года","Языковые курсы","correctly accepted","correct"
"256","3646c5cd1da87d14ed7c899c66691d42","stimuli","Да","noncongruent","m","n","See","озеро","Dieser See ist sauber.","correct",NA,16,"Женский","21","C1","72.50","19","20%","Да%2C дольше года","Языковые курсы","correctly accepted","correct"
"257","3646c5cd1da87d14ed7c899c66691d42","stimuli","Да","congruent","f","f","Kerze","свеча","Diese Kerze brennt langsam.","correct",NA,1,"Женский","21","C1","72.50","19","20%","Да%2C дольше года","Языковые курсы","correctly accepted","correct"
"258","3646c5cd1da87d14ed7c899c66691d42","stimuli","Нет","noncongruent","n","f","Leben","жизнь","Die Leben geht weiter.","incorrect","n>f",23,"Женский","21","C1","72.50","19","20%","Да%2C дольше года","Языковые курсы","correctly rejected","correct"
"259","3646c5cd1da87d14ed7c899c66691d42","stimuli","NULL","congruent","f","f","Treppe","лестница","Das Treppe knarrt laut.","incorrect","f>n",8,"Женский","21","C1","72.50","19","20%","Да%2C дольше года","Языковые курсы","not given","not given"
"260","3646c5cd1da87d14ed7c899c66691d42","stimuli","NULL","noncongruent","f","n","Wolke","облако","Die Wolke hängt tief.","correct",NA,14,"Женский","21","C1","72.50","19","20%","Да%2C дольше года","Языковые курсы","not given","not given"
"261","3646c5cd1da87d14ed7c899c66691d42","stimuli","Нет","noncongruent","m","n","Baum","дерево","Dieses Baum wächst schnell.","incorrect","m>n",22,"Женский","21","C1","72.50","19","20%","Да%2C дольше года","Языковые курсы","correctly rejected","correct"
"262","3646c5cd1da87d14ed7c899c66691d42","stimuli","NULL","noncongruent","n","m","Jahr","год","Dieses Jahr vergeht schnell.","correct",NA,18,"Женский","21","C1","72.50","19","20%","Да%2C дольше года","Языковые курсы","not given","not given"
"263","3646c5cd1da87d14ed7c899c66691d42","stimuli","Нет","congruent","n","n","Wort","слово","Die Wort klingt ungewohnt.","incorrect","n>f",11,"Женский","21","C1","72.50","19","20%","Да%2C дольше года","Языковые курсы","correctly rejected","correct"
"264","3646c5cd1da87d14ed7c899c66691d42","stimuli","Да","noncongruent","f","m","Stimme","голос","Der Stimme klingt traurig.","incorrect","f>m",19,"Женский","21","C1","72.50","19","20%","Да%2C дольше года","Языковые курсы","incorrectly accepted","incorrect"
"265","1ba82b1fd1ca0a13437ef054a758d0f2","stimuli","Да","noncongruent","m","n","Baum","дерево","Dieses Baum wächst schnell.","incorrect","m>n",22,"Женский","21","C1","71.25","14","40%","Да%2C дольше года","Языковые курсы","incorrectly accepted","incorrect"
"266","1ba82b1fd1ca0a13437ef054a758d0f2","stimuli","Да","noncongruent","n","m","Jahr","год","Dieses Jahr vergeht schnell.","correct",NA,18,"Женский","21","C1","71.25","14","40%","Да%2C дольше года","Языковые курсы","correctly accepted","correct"
"267","1ba82b1fd1ca0a13437ef054a758d0f2","stimuli","Нет","noncongruent","f","m","Stimme","голос","Der Stimme klingt traurig.","incorrect","f>m",19,"Женский","21","C1","71.25","14","40%","Да%2C дольше года","Языковые курсы","correctly rejected","correct"
"268","1ba82b1fd1ca0a13437ef054a758d0f2","stimuli","Да","noncongruent","f","m","Blume","цветок","Die Blume duftet wunderbar.","correct",NA,13,"Женский","21","C1","71.25","14","40%","Да%2C дольше года","Языковые курсы","correctly accepted","correct"
"269","1ba82b1fd1ca0a13437ef054a758d0f2","stimuli","Да","congruent","f","f","Kerze","свеча","Diese Kerze brennt langsam.","correct",NA,1,"Женский","21","C1","71.25","14","40%","Да%2C дольше года","Языковые курсы","correctly accepted","correct"
"270","1ba82b1fd1ca0a13437ef054a758d0f2","stimuli","Нет","congruent","n","n","Wort","слово","Die Wort klingt ungewohnt.","incorrect","n>f",11,"Женский","21","C1","71.25","14","40%","Да%2C дольше года","Языковые курсы","correctly rejected","correct"
"271","1ba82b1fd1ca0a13437ef054a758d0f2","stimuli","Да","congruent","n","n","Herz","сердце","Der Herz klopft unruhig.","incorrect","n>m",12,"Женский","21","C1","71.25","14","40%","Да%2C дольше года","Языковые курсы","incorrectly accepted","incorrect"
"272","1ba82b1fd1ca0a13437ef054a758d0f2","stimuli","Нет","noncongruent","f","n","Zeit","время","Das Zeit ist wertvoll.","incorrect","f>n",20,"Женский","21","C1","71.25","14","40%","Да%2C дольше года","Языковые курсы","correctly rejected","correct"
"273","1ba82b1fd1ca0a13437ef054a758d0f2","stimuli","Нет","congruent","m","m","Wind","ветер","Die Wind weht stark.","incorrect","m>f",9,"Женский","21","C1","71.25","14","40%","Да%2C дольше года","Языковые курсы","correctly rejected","correct"
"274","1ba82b1fd1ca0a13437ef054a758d0f2","stimuli","Да","congruent","m","m","Tag","день","Dieser Tag ist sonnig.","correct",NA,4,"Женский","21","C1","71.25","14","40%","Да%2C дольше года","Языковые курсы","correctly accepted","correct"
"275","1ba82b1fd1ca0a13437ef054a758d0f2","stimuli","Да","noncongruent","m","f","Fuß","нога","Der Fuß schmerzt stark.","correct",NA,15,"Женский","21","C1","71.25","14","40%","Да%2C дольше года","Языковые курсы","correctly accepted","correct"
"276","1ba82b1fd1ca0a13437ef054a758d0f2","stimuli","Нет","noncongruent","m","n","See","озеро","Dieser See ist sauber.","correct",NA,16,"Женский","21","C1","71.25","14","40%","Да%2C дольше года","Языковые курсы","incorrectly rejected","incorrect"
